LineNo,LUID,Date,Latitude,Longitude,Floor,BuildingID,Time
0,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.991715338701724,-76.94267575842309,6,96,17:00:10
1,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.991715338701724,-76.94267575842309,6,96,17:00:27
2,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99175096659725,-76.94285589324214,6,96,17:00:41
3,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99175096659725,-76.94285589324214,6,96,17:00:59
4,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99175096659725,-76.94285589324214,6,96,17:01:12
5,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99175096659725,-76.94285589324214,6,96,17:01:42
6,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99175096659725,-76.94285589324214,6,96,17:01:55
7,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166691895546,-76.9426960755064,3,96,17:02:13
8,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166691895546,-76.9426960755064,3,96,17:02:26
9,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166691895546,-76.9426960755064,3,96,17:02:44
10,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166691895546,-76.9426960755064,3,96,17:02:56
11,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166703030966,-76.9426963306988,3,96,17:03:15
12,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166703030966,-76.9426963306988,3,96,17:03:48
13,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166703030966,-76.9426963306988,3,96,17:03:55
14,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166703030966,-76.9426963306988,3,96,17:04:19
15,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.991686981116,-76.94269200750173,3,96,17:04:49
16,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.991686981116,-76.94269200750173,3,96,17:04:58
17,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.991686981116,-76.94269200750173,3,96,17:05:20
18,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.991686981116,-76.94269200750173,3,96,17:05:29
19,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166703030966,-76.9426963306988,3,96,17:05:51
20,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166703030966,-76.9426963306988,3,96,17:06:21
21,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166703030966,-76.9426963306988,3,96,17:06:26
22,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166703030966,-76.9426963306988,3,96,17:06:53
23,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.991711128891396,-76.9426725745138,3,96,17:06:59
24,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166703030966,-76.9426963306988,3,96,17:07:23
25,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166703030966,-76.9426963306988,3,96,17:07:53
26,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166703030966,-76.9426963306988,3,96,17:08:00
27,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166703030966,-76.9426963306988,3,96,17:08:23
28,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166703030966,-76.9426963306988,3,96,17:08:54
29,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166703030966,-76.9426963306988,3,96,17:08:59
30,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166703030966,-76.9426963306988,3,96,17:09:24
31,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166703030966,-76.9426963306988,3,96,17:09:31
32,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166703030966,-76.9426963306988,3,96,17:09:55
33,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166703030966,-76.9426963306988,3,96,17:10:26
34,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166703030966,-76.9426963306988,3,96,17:10:56
35,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166703030966,-76.9426963306988,3,96,17:11:10
36,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166703030966,-76.9426963306988,3,96,17:11:26
37,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166703030966,-76.9426963306988,3,96,17:11:46
38,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166703030966,-76.9426963306988,3,96,17:12:17
39,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166703030966,-76.9426963306988,3,96,17:12:27
40,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166703030966,-76.9426963306988,3,96,17:12:53
41,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166703030966,-76.9426963306988,3,96,17:13:00
42,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166703030966,-76.9426963306988,3,96,17:13:50
43,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166703030966,-76.9426963306988,4,96,17:14:01
44,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166703030966,-76.9426963306988,4,96,17:14:23
45,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166703030966,-76.9426963306988,4,96,17:14:31
46,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166703030966,-76.9426963306988,4,96,17:15:01
47,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166703030966,-76.9426963306988,4,96,17:15:18
48,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166703030966,-76.9426963306988,4,96,17:15:31
49,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166703030966,-76.9426963306988,4,96,17:16:02
50,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166703030966,-76.9426963306988,4,96,17:16:18
51,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.991715338701724,-76.94267575842309,4,96,17:16:32
52,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.991715338701724,-76.94267575842309,4,96,17:17:20
53,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99171089331825,-76.94267588423065,4,96,17:17:38
54,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99171089331825,-76.94267588423065,4,96,17:18:05
55,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99170698167005,-76.94268802085145,4,96,17:18:16
56,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99170698167005,-76.94268802085145,4,96,17:18:36
57,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99170698167005,-76.94268802085145,4,96,17:18:53
58,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99170698167005,-76.94268802085145,4,96,17:19:08
59,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99170698167005,-76.94268802085145,4,96,17:19:38
60,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99170698167005,-76.94268802085145,4,96,17:19:56
61,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.991683050223216,-76.94271223583847,4,96,17:20:09
62,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.991726972925626,-76.9428160391547,4,96,17:20:29
63,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.991726972925626,-76.9428160391547,4,96,17:20:39
64,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.991726972925626,-76.9428160391547,4,96,17:21:10
65,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.991726972925626,-76.9428160391547,4,96,17:21:18
66,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99174509,-76.94289789,0,96,17:21:41
67,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99174509,-76.94289789,0,96,17:21:48
68,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99174509,-76.94289789,0,96,17:22:12
69,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99174509,-76.94289789,0,96,17:22:23
70,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99174509,-76.94289789,0,96,17:22:42
71,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.991726972925626,-76.9428160391547,4,96,17:23:13
72,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.991726972925626,-76.9428160391547,4,96,17:23:19
73,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.991726972925626,-76.9428160391547,4,96,17:23:43
74,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.991726972925626,-76.9428160391547,4,96,17:24:13
75,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.991726972925626,-76.9428160391547,4,96,17:24:20
76,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.991726972925626,-76.9428160391547,4,96,17:24:43
77,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.991726972925626,-76.9428160391547,3,96,17:25:15
78,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.991726972925626,-76.9428160391547,3,96,17:25:19
79,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.991726972925626,-76.9428160391547,3,96,17:25:45
80,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.991726972925626,-76.9428160391547,3,96,17:26:15
81,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.991726972925626,-76.9428160391547,3,96,17:26:17
82,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.991726972925626,-76.9428160391547,3,96,17:26:45
83,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.991726972925626,-76.9428160391547,3,96,17:27:15
84,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.991726972925626,-76.9428160391547,3,96,17:27:22
85,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166703030966,-76.9426963306988,3,96,17:27:45
86,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166703030966,-76.9426963306988,3,96,17:27:55
87,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166703030966,-76.9426963306988,3,96,17:28:17
88,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166703030966,-76.9426963306988,3,96,17:28:29
89,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166703030966,-76.9426963306988,3,96,17:28:47
90,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166703030966,-76.9426963306988,3,96,17:29:17
91,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166703030966,-76.9426963306988,3,96,17:29:21
92,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166703030966,-76.9426963306988,3,96,17:29:47
93,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166703030966,-76.9426963306988,3,96,17:30:17
94,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166703030966,-76.9426963306988,3,96,17:30:20
95,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166703030966,-76.9426963306988,3,96,17:30:47
96,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166703030966,-76.9426963306988,3,96,17:31:16
97,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166703030966,-76.9426963306988,3,96,17:31:18
98,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.991726972925626,-76.9428160391547,3,96,17:31:46
99,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.991726972925626,-76.9428160391547,3,96,17:31:48
100,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.991726972925626,-76.9428160391547,3,96,17:32:18
101,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.991726972925626,-76.9428160391547,3,96,17:32:19
102,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.991726972925626,-76.9428160391547,3,96,17:32:48
103,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.991726972925626,-76.9428160391547,3,96,17:32:51
104,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.991686981116,-76.94269200750173,3,96,17:33:18
105,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99170700503184,-76.94276404843774,3,96,17:33:26
106,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.991686981116,-76.94269200750173,3,96,17:33:48
107,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.991686981116,-76.94269200750173,3,96,17:34:19
108,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166703030966,-76.9426963306988,3,96,17:34:19
109,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166703030966,-76.9426963306988,3,96,17:34:49
110,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166703030966,-76.9426963306988,3,96,17:35:20
111,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166703030966,-76.9426963306988,3,96,17:35:23
112,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166703030966,-76.9426963306988,3,96,17:35:50
113,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166703030966,-76.9426963306988,3,96,17:36:20
115,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166703030966,-76.9426963306988,3,96,17:36:50
116,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166703030966,-76.9426963306988,3,96,17:36:52
117,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.99166703030966,-76.9426963306988,3,96,17:37:21
118,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.991726972925626,-76.9428160391547,3,96,17:37:22
119,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.991686981116,-76.94269200750173,3,96,17:37:51
120,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.991686981116,-76.94269200750173,3,96,17:38:21
121,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.991686981116,-76.94269200750173,3,96,17:38:25
122,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.991686981116,-76.94269200750173,3,96,17:38:51
123,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.991686981116,-76.94269200750173,3,96,17:39:21
124,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.991686981116,-76.94269200750173,3,96,17:39:27
125,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.991686981116,-76.94269200750173,3,96,17:39:51
126,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.991726972925626,-76.9428160391547,3,96,17:40:09
127,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.991726972925626,-76.9428160391547,3,96,17:40:22
128,1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3,2018-02-09,38.991726972925626,-76.9428160391547,3,96,17:40:52
